,Titulo,Precio,Imagen
718,Shadow Rites (Jane Yellowrock ...,21.72,http://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
719,Origins (Alphas 0.5),28.99,http://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
720,One Second (Seven #7),52.94,http://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
721,Myriad (Prentor #1),58.75,http://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
722,The Requiem Red,22.65,http://books.toscrape.com/catalogue/the-requiem-red_995/index.html
723,Set Me Free,17.46,http://books.toscrape.com/catalogue/set-me-free_988/index.html
724,The Natural History of ...,45.22,http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
725,Obsidian (Lux #1),14.86,http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
726,Burning,28.81,http://books.toscrape.com/catalogue/burning_884/index.html
727,A Fierce and Subtle ...,28.13,http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
728,Scarlett Epstein Hates It ...,43.55,http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
729,"Nightingale, Sing",38.28,http://books.toscrape.com/catalogue/nightingale-sing_823/index.html
730,Library of Souls (Miss ...,48.56,http://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
731,Frostbite (Vampire Academy #2),29.99,http://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
732,Wild Swans,14.36,http://books.toscrape.com/catalogue/wild-swans_782/index.html
733,Until Friday Night (The ...,46.31,http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
734,This Is Where It ...,27.12,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
735,The Darkest Lie,35.35,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
736,My Kind of Crazy,40.36,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
737,Don't Get Caught,55.35,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html
738,Catching Jordan (Hundred Oaks),50.83,http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
739,Aristotle and Dante Discover ...,58.14,http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
740,The Epidemic (The Program ...,14.44,http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
741,Stars Above (The Lunar ...,48.05,http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
742,Without Borders (Wanderlove #1),45.07,http://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
743,The Mistake (Off-Campus #2),43.29,http://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
744,The Matchmaker's Playbook (Wingmen ...,55.85,http://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
745,The Hook Up (Game ...,36.29,http://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
746,Shameless,58.35,http://books.toscrape.com/catalogue/shameless_52/index.html
747,Off Sides (Off #1),39.45,http://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
748,No Love Allowed (Dodge ...,54.65,http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
749,"Exit, Pursued by a ...",51.34,http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
750,The Alien Club,54.4,http://books.toscrape.com/catalogue/the-alien-club_569/index.html
751,Don't Forget Steven,33.23,http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
752,South of Sunshine,28.93,http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
753,My Life Next Door ...,36.39,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
754,Future Shock (Future Shock ...,55.65,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
755,Nightstruck: A Novel,50.35,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
756,Tell the Wolves I'm ...,50.96,http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
757,"Will Grayson, Will Grayson ...",47.31,http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
758,Where She Went (If ...,41.73,http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
759,Two Summers,14.64,http://books.toscrape.com/catalogue/two-summers_415/index.html
760,The Darkest Corners,11.33,http://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
761,Tell Me Three Things,41.81,http://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
762,Lola and the Boy ...,23.63,http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
763,Kill the Boy Band,15.52,http://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
764,Isla and the Happily ...,48.13,http://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
765,An Abundance of Katherines,10.0,http://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
766,Harry Potter and the ...,24.17,http://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
767,Walk the Edge (Thunder ...,32.36,http://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
768,Two Boys Kissing,32.74,http://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
769,The New Guy (and ...,44.92,http://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
770,"The Land of 10,000 ...",29.64,http://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
771,Scarlet (The Lunar Chronicles ...,14.57,http://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
772,Legend (Legend #1),43.69,http://books.toscrape.com/catalogue/legend-legend-1_184/index.html
773,Lady Renegades (Rebel Belle ...,53.04,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
774,Golden (Heart of Dread ...,42.21,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
775,Cinder (The Lunar Chronicles ...,26.09,http://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
776,Boy Meets Boy,21.12,http://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
777,Annie on My Mind,36.83,http://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
778,New Moon (Twilight #2),12.86,http://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
779,Girl Online On Tour ...,53.47,http://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
780,The Haters,27.89,http://books.toscrape.com/catalogue/the-haters_67/index.html
781,The Art of Not ...,40.83,http://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
782,"Vampire Knight, Vol. 1 ...",15.4,http://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
783,A Light in the ...,51.77,http://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
784,The Black Maria,52.15,http://books.toscrape.com/catalogue/the-black-maria_991/index.html
785,Shakespeare's Sonnets,20.66,http://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
786,Olio,23.88,http://books.toscrape.com/catalogue/olio_984/index.html
787,You can't bury them ...,33.63,http://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
788,Slow States of Collapse: ...,57.31,http://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
789,Untitled Collection: Sabbath Poems ...,14.27,http://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
790,Poems That Make Grown ...,14.19,http://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
791,Night Sky with Exit ...,41.05,http://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
792,salt.,46.78,http://books.toscrape.com/catalogue/salt_731/index.html
793,Quarter Life Poetry: Poems ...,50.89,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
794,Out of Print: City ...,53.64,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
795,Les Fleurs du Mal,29.04,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
796,Howl and Other Poems,40.45,http://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
797,Leave This Song Behind: ...,51.17,http://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
798,The Collected Poems of ...,15.42,http://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
799,The Crossover,38.77,http://books.toscrape.com/catalogue/the-crossover_398/index.html
800,Booked,17.49,http://books.toscrape.com/catalogue/booked_365/index.html
801,Twenty Love Poems and ...,30.95,http://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
802,The Most Perfect Thing: ...,42.96,http://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
803,Immunity: How Elie Metchnikoff ...,57.36,http://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
804,Sorting the Beef from ...,44.74,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
805,Tipping Point for Planet ...,37.55,http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
806,The Fabric of the ...,55.91,http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
807,Diary of a Citizen ...,28.41,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
808,The Origin of Species,10.01,http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
809,The Grand Design,13.76,http://books.toscrape.com/catalogue/the-grand-design_405/index.html
810,Peak: Secrets from the ...,16.28,http://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
811,"The Elegant Universe: Superstrings, ...",13.03,http://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
812,The Disappearing Spoon: And ...,57.35,http://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
813,"Surely You're Joking, Mr. ...",25.83,http://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
814,Seven Brief Lessons on ...,30.6,http://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
815,The Selfish Gene,29.45,http://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
816,Wall and Piece,44.18,http://books.toscrape.com/catalogue/wall-and-piece_971/index.html
817,Feathers: Displays of Brilliant ...,49.05,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
818,Art and Fear: Observations ...,48.63,http://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
819,The New Drawing on ...,43.02,http://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
820,History of Beauty,10.29,http://books.toscrape.com/catalogue/history-of-beauty_521/index.html
821,The Story of Art,41.14,http://books.toscrape.com/catalogue/the-story-of-art_500/index.html
822,The Art Book,32.34,http://books.toscrape.com/catalogue/the-art-book_490/index.html
823,Ways of Seeing,39.51,http://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
824,The Lucifer Effect: Understanding ...,10.4,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
825,The Golden Condom: And ...,39.43,http://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
826,It Didn't Start with ...,56.27,http://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
827,An Unquiet Mind: A ...,21.3,http://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
828,"Thinking, Fast and Slow",21.14,http://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
829,Civilization and Its Discontents,59.95,http://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
830,8 Keys to Mental ...,31.04,http://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
831,Catastrophic Happiness: Finding Joy ...,37.35,http://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
832,Fifty Shades Freed (Fifty ...,15.36,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
833,The Argonauts,10.93,http://books.toscrape.com/catalogue/the-argonauts_837/index.html
834,M Train,27.18,http://books.toscrape.com/catalogue/m-train_598/index.html
835,Lab Girl,40.85,http://books.toscrape.com/catalogue/lab-girl_595/index.html
836,Approval Junkie: Adventures in ...,58.81,http://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
837,Running with Scissors,12.91,http://books.toscrape.com/catalogue/running-with-scissors_215/index.html
838,Me Talk Pretty One ...,57.6,http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
839,Lust & Wonder,11.87,http://books.toscrape.com/catalogue/lust-wonder_191/index.html
840,Life Without a Recipe,59.04,http://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
841,A Heartbreaking Work of ...,54.29,http://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
842,The Long Haul (Diary ...,44.07,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
843,Old School (Diary of ...,11.83,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
844,I Know What I'm ...,25.98,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
845,Hyperbole and a Half: ...,14.75,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
846,Dress Your Family in ...,43.68,http://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
847,Toddlers Are A**holes: It's ...,25.55,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
848,When You Are Engulfed ...,30.89,http://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
849,Naked,31.69,http://books.toscrape.com/catalogue/naked_197/index.html
850,Lamb: The Gospel According ...,55.5,http://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
851,Holidays on Ice,51.07,http://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
852,Sapiens: A Brief History ...,54.23,http://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
853,Unbound: How Eight Technologies ...,25.52,http://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
854,The Age of Genius: ...,19.73,http://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
855,"Political Suicide: Missteps, Peccadilloes, ...",36.28,http://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
856,Thomas Jefferson and the ...,59.64,http://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
857,Zealot: The Life and ...,24.7,http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
858,A Distant Mirror: The ...,14.58,http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
859,1491: New Revelations of ...,21.8,http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
860,Brilliant Beacons: A History ...,11.45,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
861,"""Most Blessed of the ...",44.48,http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
862,A Short History of ...,52.4,http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
863,The Rise and Fall ...,39.67,http://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
864,Catherine the Great: Portrait ...,58.55,http://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
865,The Mathews Men: Seven ...,42.91,http://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
866,The Hiding Place,55.91,http://books.toscrape.com/catalogue/the-hiding-place_406/index.html
867,America's War for the ...,51.22,http://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
868,The Guns of August,14.54,http://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
869,House of Lost Worlds: ...,43.7,http://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
870,Security,39.25,http://books.toscrape.com/catalogue/security_925/index.html
871,Follow You Home,21.36,http://books.toscrape.com/catalogue/follow-you-home_809/index.html
872,The Loney,23.4,http://books.toscrape.com/catalogue/the-loney_756/index.html
873,Pet Sematary,10.56,http://books.toscrape.com/catalogue/pet-sematary_726/index.html
874,Doctor Sleep (The Shining ...,40.12,http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
875,Psycho: Sanitarium (Psycho #1.5),36.97,http://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
876,Can You Keep a ...,48.64,http://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
877,Red Dragon (Hannibal Lecter ...,23.37,http://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
878,Dracula the Un-Dead,35.63,http://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
879,Night Shift (Night Shift ...,12.75,http://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
880,Needful Things,47.51,http://books.toscrape.com/catalogue/needful-things_334/index.html
881,Misery,34.79,http://books.toscrape.com/catalogue/misery_332/index.html
882,It,25.01,http://books.toscrape.com/catalogue/it_330/index.html
883,'Salem's Lot,49.56,http://books.toscrape.com/catalogue/salems-lot_309/index.html
884,The Stand,57.86,http://books.toscrape.com/catalogue/the-stand_282/index.html
885,The Girl with All ...,49.47,http://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
886,House of Leaves,54.89,http://books.toscrape.com/catalogue/house-of-leaves_169/index.html
887,Redeeming Love,20.47,http://books.toscrape.com/catalogue/redeeming-love_826/index.html
888,Close to You,49.46,http://books.toscrape.com/catalogue/close-to-you_798/index.html
889,Shadows of the Past ...,39.67,http://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
890,Like Never Before (Walker ...,28.77,http://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
891,Counted With the Stars ...,17.97,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
892,If I Run (If ...,49.97,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
893,How to Cook Everything ...,46.01,http://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
894,How to Be a ...,28.25,http://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
895,The Barefoot Contessa Cookbook,59.92,http://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
896,Better Homes and Gardens ...,39.61,http://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
897,The Power Greens Cookbook: ...,11.05,http://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
898,Mexican Today: New and ...,24.91,http://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
899,Vegan Vegetarian Omnivore: Dinner ...,13.66,http://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
900,The Smitten Kitchen Cookbook,23.59,http://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
901,The Art of Simple ...,34.32,http://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
902,Hungry Girl Clean & ...,33.14,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
903,Louisa: The Extraordinary Life ...,16.85,http://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
904,Setting the World on ...,21.15,http://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
905,The Faith of Christopher ...,39.55,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
906,Benjamin Franklin: An American ...,48.19,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
907,The Rise of Theodore ...,42.57,http://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
908,The Dirty Little Secrets ...,33.34,http://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
909,The Third Wave: An ...,12.61,http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
910,The 10% Entrepreneur: Live ...,27.55,http://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
911,Shoe Dog: A Memoir ...,23.99,http://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
912,Made to Stick: Why ...,38.85,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
913,Quench Your Own Thirst: ...,43.14,http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
914,The Art of Startup ...,21.0,http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
915,Born for This: How ...,21.59,http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
916,The E-Myth Revisited: Why ...,36.91,http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
917,"Rich Dad, Poor Dad",51.74,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
918,The Lean Startup: How ...,33.92,http://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
919,Rework,44.88,http://books.toscrape.com/catalogue/rework_212/index.html
920,In Her Wake,12.84,http://books.toscrape.com/catalogue/in-her-wake_980/index.html
921,The Elephant Tree,23.82,http://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
922,Behind Closed Doors,52.22,http://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
923,You (You #1),43.61,http://books.toscrape.com/catalogue/you-you-1_784/index.html
924,The Guilty (Will Robie ...,13.82,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
925,The 14th Colony (Cotton ...,39.24,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
926,Give It Back,18.32,http://books.toscrape.com/catalogue/give-it-back_430/index.html
927,Killing Floor (Jack Reacher ...,31.49,http://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
928,The Bone Hunters (Lexy ...,59.71,http://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
929,Far From True (Promise ...,34.93,http://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
930,The Travelers,15.77,http://books.toscrape.com/catalogue/the-travelers_285/index.html
931,The Four Agreements: A ...,17.66,http://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
932,The Activist's Tao Te ...,32.24,http://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
933,Chasing Heaven: What Dying ...,37.8,http://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
934,If I Gave You ...,20.91,http://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
935,Unreasonable Hope: Finding Faith ...,46.33,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
936,A New Earth: Awakening ...,55.65,http://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
937,When We Collided,31.77,http://books.toscrape.com/catalogue/when-we-collided_955/index.html
938,Someone Like You (The ...,52.79,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
939,We Are All Completely ...,24.04,http://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
940,Foolproof Preserving: A Guide ...,30.52,http://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
941,The Pioneer Woman Cooks: ...,56.41,http://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
942,My Paris Kitchen: Recipes ...,33.37,http://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
943,Mama Tried: Traditional Italian ...,14.02,http://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
944,"Layered: Baking, Building, and ...",40.11,http://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
945,The Nerdy Nummies Cookbook: ...,37.34,http://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
946,The Love and Lemons ...,37.6,http://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
947,The Cookies & Cups ...,41.25,http://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
948,Deliciously Ella Every Day: ...,42.16,http://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
949,The Help Yourself Cookbook ...,28.77,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
950,"It's All Easy: Healthy, ...",19.55,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
951,Barefoot Contessa Back to ...,28.01,http://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
952,Barefoot Contessa at Home: ...,50.62,http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
